seqnames	start	end
chr1	35161901	35162160
chr1	245248801	245249060
chr20	10057701	10058110
chr3	72942051	72942410
chr11	11921001	11921260
chr7	64085501	64085810
chr15	33494101	33494510
chrX	148593801	148594160
chr6	89175501	89175860
chr15	31747701	31748010
chr12	7185501	7185810
chr2	168701601	168701960
chr2	223316051	223316410
chr9	94185551	94185910
chr14	85881551	85882010
chr2	101813701	101814060
chr2	117267651	117268160
chr10	90551701	90552110
chr3	12604401	12604760
chr16	69528801	69529160
chr1	242638651	242639010
chr2	143791801	143792410
chrX	14325151	14325410
chr9	75207601	75208110
chr5	57636801	57637160
chr1	224340501	224341010
chr6	37621651	37622110
chr17	2362651	2362910
chr15	55810901	55811210
chr11	56289401	56289710
chr8	57700001	57701060
chr22	45353201	45353460
chr10	106409801	106410210
chr2	148668451	148668910
chr17	60797751	60798160
chr1	41409951	41410310
chr1	115521901	115522360
chr16	79801501	79801810
chr9	85518401	85518710
chr12	120218601	120219110
chr12	107711451	107712060
chr14	52272351	52272560
chr10	14074401	14074810
chrX	136197051	136197110
chr11	18561751	18562210
chr3	19730351	19730560
chr10	79334251	79334510
chr2	86902801	86903160
chr12	82910801	82911210
chr11	103480151	103480610
chr6	42499701	42500360
chr5	128461351	128461760
chr4	86048751	86049110
chr9	86552701	86553210
chr2	59812101	59812460
chr1	222732601	222732810
chr20	36743651	36744010
chr10	122947551	122947860
chr1	182689651	182689960
chr8	26558551	26559060
chr12	76119351	76119760
chr11	79104701	79104960
chr18	2766301	2766610
chr12	96910501	96910910
chr7	40743901	40744060
chr9	106551951	106552360
chr1	185702901	185703510
chr1	153959101	153959660
chr22	42770651	42771110
chr11	46938251	46938510
chr14	56188101	56188310
chr6	162544801	162545110
chr13	45222551	45223010
chr1	92791851	92792060
chr18	48910801	48911210
chr1	68850151	68850610
chr6	15464451	15464960
chr2	216871051	216871310
chr7	32301551	32301710
chr20	51908101	51908460
chr5	163682901	163683310
chr3	16765601	16765860
chr9	93715551	93715860
chrX	13870301	13870810
chr2	161135251	161135660
chr5	93447151	93447460
chr1	200771901	200772610
chr12	38938551	38938810
chr5	78998701	78999160
chr10	105425901	105426260
chr4	189702851	189703210
chr3	71446251	71446610
chr6	4126251	4126610
chr13	96881551	96882110
chr13	72328801	72329060
chrX	109158351	109158660
chr15	63034201	63035060
chr5	145059701	145060160
chr1	195345301	195345810
chr4	164277351	164277560
chr2	143962751	143963160
chr1	154738451	154738860
chr12	116447651	116448010
chr2	176828951	176829310
chrX	15930351	15930610
chr12	112524901	112525210
chr13	71369701	71369910
chr1	158065451	158066110
chr12	104099751	104100060
chr2	239896201	239896610
chr1	174713051	174713610
chr8	109286651	109286910
chr8	9196601	9196910
chr9	17742151	17742410
chr7	100769701	100770210
chr8	27934301	27934560
chr9	32968351	32968860
chr14	57993751	57994010
chr5	53386501	53386810
chr12	112910851	112911260
chr16	81439351	81439710
chr4	185450401	185450610
chr1	203053601	203054060
chr6	100818151	100818510
chr13	110742151	110742560
chr12	89898451	89898660
chr6	47047401	47047760
chr1	220297151	220297660
chr5	167718351	167719660
chr5	138060851	138061810
chr16	28837451	28837760
chr18	74771501	74771910
chr2	227898051	227898510
chr8	48905501	48905760
chr9	34454651	34455010
chr7	106808151	106808460
chr2	161860851	161861260
chr7	107657151	107657610
chr8	142110501	142110910
chr4	83301351	83301760
chr11	83512901	83513210
chr5	51989101	51989510
chr12	93491751	93492210
chr19	36235601	36236010
chr5	167391551	167391960
chr2	55738651	55739060
chr1	162209601	162210060
chr4	163052451	163052860
chr7	48376551	48377060
chr4	107971651	107972110
chr4	55837451	55838210
chr3	56889851	56890310
chr14	73203201	73203460
chr18	12121201	12121410
chr3	56528701	56529210
chr3	70802851	70803010
chr2	45400701	45401010
chr11	3400451	3400710
chr1	49146151	49146360
chr15	75801251	75801660
chr6	11413501	11413860
chr5	163340551	163340910
chr2	17081551	17082110
chr8	8345051	8345360
chr8	19170301	19170560
chr7	81406351	81406660
chr18	23495951	23496260
chr11	11177501	11177910
chr8	133785301	133785710
chr11	35637651	35638260
chr18	39325351	39326310
chr16	86341201	86341410
chr2	7171901	7172110
chr15	90905201	90905660
chrX	27354601	27355010
chr6	6697101	6697560
chr12	54185451	54185960
chr1	203473501	203474410
chr8	119356251	119356660
chr2	109544801	109545310
chr2	31092901	31093110
chr5	167014501	167015260
chr15	55489201	55489510
chr9	15837001	15837460
chr8	86452451	86452760
chr1	68907751	68908060
chr8	134372301	134372710
chr1	194071751	194072110
chr1	238860001	238860360
chr1	183866351	183866710
chr10	77300401	77300660
chr12	19376001	19376360
chr8	35452951	35453360
chr7	25878701	25879110
chr10	127665801	127666110
chr1	57433951	57434260
chr1	179807501	179807810
chr5	95510851	95511210
chrX	57471501	57471710
chr10	64763851	64764210
chr3	55919751	55920110
chr5	130109551	130109910
chr1	112050351	112051260
chr18	55578051	55578410
chr2	31202601	31203010
chr1	239116751	239117160
chr5	177978051	177978560
chr18	35947501	35947860
chr1	203186401	203186810
chr14	91226951	91227460
chr10	98274051	98274360
chr4	167173951	167174360
chr7	50842051	50842360
chr18	13909551	13909860
chr2	12458051	12458360
chr4	33388401	33388760
chr21	35463901	35464310
chr9	135777101	135777710
chr1	206266201	206266560
chr15	72578201	72578710
chr8	55638601	55638860
chr8	144256401	144256660
chr1	167533751	167534260
chr15	34650651	34650910
chr2	28030351	28030760
chr4	55101001	55101310
chr7	134143001	134143610
chr16	86794651	86795660
chr9	79018151	79018610
chr5	126083751	126084060
chr8	141764101	141764410
chr20	4544251	4544560
chr16	14296501	14296860
chr2	235519901	235520210
chr16	3151301	3151710
chr2	60683551	60683860
chr20	17517501	17518060
chr1	177537901	177538210
chr4	144128751	144129060
chr10	6720101	6720560
chr6	109394551	109394960
chr5	71433601	71434060
chr4	124485851	124486360
chr1	155973151	155973510
chr4	172955201	172955610
chr1	214810601	214811860
chr6	138243101	138243410
chr10	93941501	93941810
chr5	67772801	67773060
chrX	71327151	71327360
chr4	22093051	22093310
chr6	16336701	16337010
chr14	36414101	36414410
chr12	30906201	30906560
chr22	27428151	27428510
chr2	201348301	201348810
chr15	79500551	79500810
chr9	77880301	77880860
chr6	64281601	64281910
chr2	194726351	194726660
chr1	195702951	195703360
chr2	177796551	177796810
chr1	205345351	205345710
chr10	55892951	55893360
chr8	140383451	140383860
chr4	44740651	44741010
chr1	203025551	203026110
chr18	48141451	48141710
chr7	34715351	34715810
chr2	20706001	20706260
chrX	45708701	45709110
chr4	158726151	158726510
chr15	38056851	38057260
chr9	75310351	75310560
chr6	112031001	112031510
chr22	31573551	31574010
chr11	130401201	130401260
chr10	18393101	18393660
chr2	45556551	45556860
chr3	140999551	140999860
chr12	122277251	122277510
chr14	91752751	91753260
chr17	19804301	19804560
chr2	207873251	207873610
chr2	43333101	43333460
chr8	126943751	126944160
chr1	110659051	110659510
chr10	20331001	20331210
chr9	111696151	111696460
chr11	60357051	60357510
chrX	13617051	13617410
chr1	223002051	223002760
chr22	36746751	36747060
chr10	86687401	86687760
chr3	95733401	95733610
chr5	126908601	126909160
chr13	74118301	74118760
chr8	82178701	82178960
chr1	190723851	190724260
chr1	3774751	3775160
chr13	86471201	86471560
chr21	43729001	43729360
chr1	1166101	1166460
chr2	9012951	9013410
chr17	54707201	54707510
chr1	210412851	210413660
chr4	79590651	79590910
chr14	70270501	70270860
chr12	33580051	33580410
chr5	167741751	167742410
chr7	121013301	121013560
chr4	174092251	174092660
chr1	201095851	201096210
chr4	175286151	175286560
chr11	250651	251160
chr17	39573751	39574210
chr2	225613851	225614260
chr5	41754951	41755310
chr7	93717001	93717510
chr1	234011801	234012110
chr1	83030901	83031310
chr2	181468801	181469210
chr5	39314751	39315060
chr21	16325351	16325610
chr5	7897101	7897560
chr6	70813601	70814110
chr1	202937901	202938710
chr3	57419751	57420210
chr2	160025251	160025560
chr3	32189451	32189760
chr18	51094301	51094710
chr11	86119851	86120260
chr9	19879551	19879810
chr10	33619351	33619860
chrX	106785751	106786060
chr14	95290351	95290710
chr1	228643201	228643860
chr19	5666201	5666460
chr4	10188301	10188710
chr4	16027751	16028310
chr8	64174451	64174860
chr7	75244351	75244610
chr5	36363201	36363510
chr3	27175651	27176110
chr1	182988951	182989360
chr1	219152651	219152960
chr12	87668351	87668760
chr6	148664651	148664860
chr18	9951201	9951660
chr10	127431101	127431360
chr7	3713101	3713560
chr20	3474901	3475260
chr5	148390801	148391260
chr17	46129351	46129660
chr2	191208751	191209360
chr1	27076951	27077210
chr6	15642551	15642960
chr1	204185401	204185710
chr1	181360601	181361010
chr6	130469401	130469660
chr10	118871751	118872160
chr6	154475451	154475960
chr5	75867501	75867760
chr3	61922001	61922460
chr21	40509151	40509460
chr1	199256901	199257110
chr13	58132301	58132660
chr14	100223901	100224010
chr10	14238851	14239310
chr7	39742801	39743110
chr1	15852851	15853210
chr1	22029751	22030160
chr11	120177301	120177760
chr12	117151451	117151610
chr14	59978601	59979010
chr6	144605151	144605510
chr11	35389251	35389360
chr5	135509651	135510310
chr2	195031601	195031910
chr17	65858751	65859060
chr16	5074651	5075060
chr15	93340301	93340810
chr5	107132601	107132860
chr5	170317051	170317310
chr18	29135751	29136310
chr9	27535801	27536160
chr21	40170551	40170860
chr6	116954901	116955260
chr6	41034501	41035010
chr1	72059201	72059560
chr10	86503251	86503660
chr10	61963751	61964210
chr8	127931001	127931360
chr2	175010601	175010910
chr5	146477651	146478360
chr2	65800251	65800660
chr5	147763051	147763410
chr4	73433501	73433810
chr2	32767151	32767410
chr9	119351551	119352160
chr17	36021701	36022010
chr18	18551801	18552210
chr2	66028151	66028510
chrX	140555451	140555810
chr6	16514501	16514960
chr7	116231301	116232260
chr12	122820501	122821060
chr9	104073901	104074410
chr12	29922551	29922810
chr18	67753801	67754210
chr6	50783101	50784210
chr19	18867651	18868010
chr7	21067951	21068160
chr1	152741301	152741560
chr4	96087051	96087510
chr12	89814901	89815210
chr3	5023501	5023910
chr9	78203851	78204010
chr5	125705901	125706310
chr14	69001801	69002010
chr8	38899401	38899810
chr5	52239101	52239510
chr11	57531101	57531460
chrX	84544501	84544710
chr1	218024051	218024310
chr1	222734901	222735310
chr19	3129101	3129510
chr16	58160651	58161260
chr3	28119101	28119510
chr1	203601001	203601410
chr2	226327801	226327860
chr4	10556201	10556660
chr4	166458101	166458610
chr3	16030951	16031310
chr2	24835901	24836310
chr17	62308301	62308510
chr2	144857201	144857610
chr14	74129051	74129460
chr17	58717901	58718310
chr22	31847701	31848110
chrX	109661451	109661810
chr14	64977701	64978310
chr17	35716151	35716510
chr12	18028201	18028560
chr18	33991601	33992060
chr4	143592701	143593060
chr13	49323801	49324260
chr17	20019951	20020460
chr3	46452901	46453110
chr4	105822651	105822860
chr7	22768001	22768510
chr12	89399251	89399460
chr8	120183251	120183460
chr6	51359201	51359510
chr2	230138401	230138910
chr9	11093051	11093260
chr7	121203251	121203610
chr5	170601501	170601860
chr13	40726351	40726610
chr11	29549151	29549610
chr16	14279751	14280160
chr19	12237601	12237860
chr21	44839301	44839760
chr4	11425651	11426060
chr8	30524201	30524710
chr11	112708151	112708510
chr3	41244451	41244910
chr1	66826101	66826460
chr6	52151551	52152160
chr1	31270501	31270910
chr22	51129901	51130360
chr18	55847901	55848410
chr6	109704301	109704860
chr16	71916251	71916760
chr9	13485001	13485360
chr5	158583551	158584260
chr10	105302451	105302910
chr13	102166951	102167460
chr1	61984651	61984960
chr21	34978101	34978510
chr1	224710001	224710410
chr11	12599901	12600160
chr2	185461451	185461760
chr9	92509551	92509760
chr18	22027151	22027460
chr8	122167001	122167160
chr11	110044851	110045310
chr12	127754801	127755110
chr10	77669801	77670210
chr4	4250201	4250560
chr17	25563651	25564160
chr1	235632251	235632660
chr8	21826551	21826910
chr4	62456601	62456960
chr5	79641901	79642260
chr3	51137601	51138110
chr4	14145551	14145910
chr14	101368601	101368960
chr11	32608151	32608460
chr5	122039701	122040410
chr18	73670651	73671010
chr20	4430951	4431360
chr6	76603001	76603510
chr5	173483051	173483360
chr7	95545801	95546360
chr10	16819351	16819860
chr1	117477451	117477910
chr19	30159851	30160260
chr1	164899501	164899860
chr7	20369251	20370010
chr2	102801801	102802210
chr1	230428551	230428860
chr1	235578301	235579260
chr7	139475501	139476010
chr4	106362151	106362360
chr1	170759401	170759710
chr7	17980901	17981110
chr1	168356551	168356960
chr7	143836601	143836810
chr10	14602301	14602610
chr1	18325351	18325760
chr5	58484201	58484660
chr2	134537651	134538110
chr8	70423751	70424010
chr5	174008351	174008910
chr8	130065251	130065660
chr10	112653251	112653760
chr19	11434551	11434710
chr18	47175201	47175610
chr1	239568551	239569210
chr1	93459601	93460060
chr2	227080651	227081060
chr1	157539451	157539860
chr2	188446001	188446610
chr5	138529601	138530010
chr4	29360401	29360660
chr10	100436751	100437010
chrX	22681001	22681260
chr1	117306701	117307110
chr7	22023701	22023960
chrX	41005501	41005760
chr6	170892951	170893210
chr8	82306601	82307010
chr3	15511801	15512110
chr1	161711151	161711710
chr1	169257251	169257560
chr9	35813451	35813860
chr18	61787151	61787560
chr15	66791151	66791560
chr17	45922201	45922560
chr4	24033951	24034310
chr17	26648951	26649360
chr8	108793601	108794110
chr6	139438901	139439210
chr2	224321251	224321510
chr8	27713651	27714260
chr9	6686451	6686810
chr1	168080451	168080910
chr22	33322601	33323010
chr4	151788201	151788660
chr8	35744601	35745060
chr2	219381351	219381710
chr9	100377701	100378210
chr17	69457101	69457460
chr21	28206551	28206810
chr10	24685351	24685610
chr5	119418401	119418760
chr1	225625451	225626310
chr11	10098301	10098810
chr6	112603451	112603760
chr1	174967501	174968460
chr4	114315851	114316310
chr5	82095551	82095810
chr2	173294051	173294310
chr2	59503201	59503560
chr6	108891751	108892060
chr15	92392851	92393310
chr13	25439301	25439660
chr15	83501301	83501510
chr6	104120051	104120410
chr1	181601801	181602160
chr12	59440951	59441310
chr17	7790601	7790860
chr18	52289401	52289610
chr1	177536551	177536960
chr11	112568601	112568910
chr2	23626251	23626560
chr6	134899251	134899460
chr5	103165301	103165660
chr18	9895451	9895760
chr2	36579951	36580260
chr20	56040001	56040360
chr10	63510651	63511110
chr6	170120301	170120660
chr14	70079501	70079860
chr4	76480651	76480960
chr12	10078351	10078810
chr12	76552451	76552960
chr8	125022351	125022910
chr4	38862401	38862910
chr14	88362701	88363260
chr16	73021601	73022010
chr8	91131251	91131710
chr6	81315101	81315560
chr1	86048101	86048460
chr12	67788451	67788810
chr5	56598101	56598460
chr11	112045701	112046210
chr6	82175551	82176010
chr10	68676951	68677160
chrX	152726251	152726660
chr4	57516351	57516660
chr2	208339601	208340060
chr2	201165701	201165910
chr11	88217851	88218360
chr11	19679901	19680310
chr8	101732201	101732610
chr10	32478501	32478710
chr4	86068551	86069060
chr1	178253351	178253660
chr1	35012601	35012960
chr5	135355051	135355460
chr11	5621451	5621910
chr5	137259701	137259910
chr1	218344551	218345110
chr9	33860201	33860510
chr8	82620751	82621210
chr10	16158401	16158760
chr8	32404551	32405010
chr4	153421951	153422410
chr15	71014951	71015410
chr22	32809751	32810210
chr6	13100101	13100360
chr4	126973251	126973560
chr21	18886201	18886460
chr12	60202051	60202510
chr1	159058951	159059410
chr9	98992351	98992610
chr6	76006901	76007310
chr2	85934251	85934910
chr5	104842401	104842760
chr7	51230351	51231010
chr4	47512651	47512960
chr18	72127251	72127460
chr1	82479451	82479710
chr8	107093101	107093660
chr2	117370901	117371260
chr16	16281201	16281610
chr3	87820401	87820960
chr19	44023551	44024060
chr2	224625851	224626310
chr16	68647601	68647710
chr12	33667901	33668160
chr1	91631551	91632110
chr12	64471751	64472110
chr3	57332051	57332360
chr3	12236001	12236510
chr12	11054201	11054410
chr10	89575951	89576310
chr7	130380601	130381110
chr8	127257151	127257460
chr13	46085651	46086160
chr5	176102601	176103060
chr22	38379001	38379260
chr10	130328601	130328960
chr2	230839051	230839260
chr5	90715351	90715860
chr2	33605051	33605460
chr14	66869901	66870310
chr8	118095251	118095660
chr7	18316101	18316360
chr1	154836001	154836510
chr15	45471301	45471760
chr12	55386951	55387460
chr1	193724051	193724560
chr9	96074851	96075310
chr2	174943001	174943360
chr2	235166701	235167160
chr2	207125001	207125410
chr18	497001	497360
chr22	31001451	31001960
chr2	18359951	18360410
chr5	9851651	9852010
chr15	98628251	98628710
chr5	119730001	119730360
chr1	24072001	24072410
chr2	221398151	221398510
chr13	80938051	80938460
chr2	230296001	230296410
chr10	76179601	76180010
chr7	149007251	149007710
chr11	74108451	74108760
chr4	170191251	170191710
chrX	73449951	73450310
chr1	45180601	45181060
chr15	51829151	51829560
chr6	86574251	86574560
chr10	85133501	85133810
chr18	52338501	52338910
chr1	214723151	214723810
chr11	20376751	20377210
chr4	126683751	126684010
chr1	172830351	172830560
chr7	33463251	33463610
chr5	159546801	159547160
chr10	117707951	117708360
chr16	66994851	66995360
chr6	163328901	163329360
chr1	240077951	240078560
chr1	223704901	223705610
chr6	15893801	15894210
chr2	141566401	141566710
chr10	50369651	50370010
chr1	193375851	193376460
chr10	62406901	62407410
chr4	102109001	102109410
chr20	36172151	36172560
chr4	46888751	46889160
chr1	234108801	234109210
chr10	113041251	113041660
chr1	181552751	181553210
chr19	18701401	18701810
chr2	233180151	233180560
chr5	39948951	39949410
chr11	74952551	74953160
chr1	187482501	187482560
chr3	17300301	17300760
chr1	90941251	90941560
chr10	78797051	78797460
chr14	20795351	20795860
chr8	126840801	126841510
chr12	98772951	98773160
chr1	243508601	243508960
chr14	94517551	94517910
chr1	57788901	57789060
chr6	118097651	118097960
chr6	71081201	71081610
chr1	241790601	241791560
chr2	236025501	236025960
chr18	55574051	55574460
chr5	64080201	64080660
chr1	164919401	164919610
chr4	80954801	80955060
chr8	118031501	118031910
chr3	77369451	77370160
chr15	72514851	72515160
chr2	173648001	173648410
chr4	77965601	77966110
chr9	108237651	108237960
chr6	117673651	117674010
chr9	16640701	16641010
chr21	28104801	28105310
chr9	81398751	81399060
chr1	224922251	224922660
chr18	25937801	25938110
chr5	53213001	53213360
chr11	74099701	74100210
chr8	41744301	41744510
chr1	156481651	156482060
chr11	95855651	95856010
chr8	19649601	19649810
chr12	40840151	40840610
chr10	91425101	91425360
chr15	63797801	63798110
chr9	86198001	86198460
chr2	10212651	10213110
chr6	133144051	133144510
chr10	90640001	90640410
chr10	78307101	78307610
chr16	11312401	11312760
chr6	37709751	37710110
chr10	111716351	111716810
chr12	86149601	86149860
chr18	8449901	8450310
chr2	133928951	133929410
chr1	230358501	230358810
chr13	113271251	113271660
chr13	42223851	42224160
chr11	112613151	112613460
chr6	126295401	126295810
chr1	32098701	32099110
chr1	231892301	231893110
chr8	104085851	104086610
chr15	72674551	72674810
chr7	34130951	34131360
chr4	27229201	27229360
chr13	73222851	73223160
chr5	145080951	145081310
chr18	60305551	60306010
chr4	187543051	187543260
chr14	92849001	92849410
chrX	107137251	107137710
chr6	82159951	82160110
chr9	96293801	96293960
chr17	27435151	27435360
chr1	64400801	64401260
chr2	143635001	143635360
chr5	119949451	119949610
chr15	95835051	95835510
chr21	27173751	27174310
chr3	71505451	71505610
chr8	122842201	122842810
chr12	100013651	100014010
chr4	30271451	30271860
chr4	139602101	139602610
chr9	124754801	124755360
chr1	152913501	152913910
chr18	48662101	48662510
chr4	95092801	95093110
chr5	17883101	17883510
chr10	79346801	79347160
chr2	46996951	46997310
chrX	141648151	141648310
chr8	124674301	124674760
chr20	17939051	17939160
chr1	111020301	111020660
chr6	55845401	55845810
chr4	67987751	67988160
chr5	148442051	148442410
chr6	169613051	169613310
chr1	201315501	201316210
chr12	127189151	127189460
chr21	43098551	43098910
chr2	115923101	115923510
chr8	18769651	18770160
chr1	78799051	78799560
chr10	81963151	81963560
chr13	82061301	82061710
chr6	80296301	80296710
chr1	24961701	24962110
chr4	73393051	73393260
chr3	36719151	36719410
chr1	151313201	151313860
chr8	38852751	38853060
chr12	120695151	120695460
chr2	76014651	76015210
chr1	3333651	3334060
chr7	104781551	104781910
chr4	11807451	11807860
chr5	64509751	64510210
chr16	58528851	58529310
chr7	84652401	84652810
chr12	92964001	92964560
chr21	31416751	31417210
chr6	24934051	24934460
chr5	175917351	175917610
chr5	147505251	147505610
chr8	62220901	62221210
chr6	86033101	86033560
chrX	106872801	106873110
chr7	8257101	8257560
chr15	90038101	90038610
chr4	7919451	7919710
chr5	136571051	136571610
chr8	98387901	98388110
chr14	32694151	32694560
chr5	75441801	75442060
chr11	107400801	107401010
chr5	74535701	74535860
chr5	38781101	38781510
chr1	147137651	147137960
chrX	43192801	43193160
chr5	148208001	148208460
chr15	101413201	101413710
chr5	130869501	130869910
chr8	88121351	88121610
chr1	54547301	54547810
chr8	113774001	113774610
chr12	80280651	80281160
chr4	158062851	158063110
chr4	175143351	175143960
chr21	37513651	37514160
chr1	194794551	194794860
chr1	203315601	203315910
chr1	165912551	165912810
chr9	36855501	36855760
chr9	123381951	123382510
chr1	3236501	3236910
chr13	32738751	32739210
chr3	42654951	42655410
chr4	176430501	176430760
chr21	37632701	37633260
chr6	166446101	166446560
chr6	37828001	37828410
chr16	47292751	47293210
chr22	19465151	19465460
chr1	177519951	177520210
chr9	27276351	27276910
chr1	119259451	119259760
chr8	122514851	122515060
chr1	61545601	61546010
chr6	138190501	138190810
chr8	128626401	128626560
chr12	60228751	60229360
chr6	152086551	152087010
chr14	72490601	72491110
chr1	183203451	183204610
chr1	160489701	160489910
chr8	123297951	123298260
chr13	30909201	30909610
chr6	135007201	135007460
chr21	34294001	34294360
chr1	175538301	175538610
chr4	130283751	130284260
chr16	76699801	76700160
chr9	79034651	79035160
chr1	215699701	215700510
chr3	36885101	36885560
chr4	57702801	57703260
chr2	75855001	75855460
chr14	61941901	61942410
chr15	97404051	97404310
chr5	90098501	90098960
chr4	139011551	139012060
chr11	81281151	81281410
chr5	139738351	139738860
chr1	209537801	209538260
chr4	72049851	72050360
chr6	50623501	50623960
chr1	7621501	7621810
chr15	62910651	62910960
chr3	53565801	53566110
chr6	150025951	150026210
chr20	55130101	55130410
chr13	100568651	100569260
chr2	75708101	75708360
chr4	44212901	44213010
chr6	145640201	145640460
chr10	73020601	73020860
chr15	35145651	35145910
chr4	185321651	185322010
chr15	39446401	39446660
chr9	100401001	100401310
chr2	69064351	69064860
chr16	82049851	82050310
chr4	121971451	121971810
chr1	31188051	31188460
chr10	34446051	34446310
chr18	25592951	25593360
chr1	214491101	214491460
chr18	68158951	68159460
chr1	74140601	74141010
chr11	75243351	75243860
chr22	21458501	21458710
chr11	73472151	73472410
chr12	95189401	95189660
chr10	5136751	5137260
chr6	152084451	152084910
chr10	95112351	95112910
chr10	118230301	118230660
chr5	127830251	127830610
chr5	31186751	31187210
chr17	41155901	41156110
chr6	77418351	77418710
chr6	139685501	139685960
chr1	34106701	34107110
chr1	183134151	183134410
chr2	137931051	137931460
chr8	96249401	96249810
chr1	93049901	93050210
chr1	222340201	222340910
chr8	117436751	117437160
chr13	33631651	33632010
chr19	16912551	16912710
chr5	99604851	99605010
chr2	120581301	120581760
chr9	117932901	117933110
chr4	145277551	145277960
chr1	72503401	72503910
chr10	108409451	108409660
chr3	49486451	49486960
chr4	66808851	66809060
chr12	94527901	94528410
chr3	87347251	87347710
chr18	39633001	39633560
chr1	186456501	186456710
chr7	29649301	29649810
chr8	13519651	13520110
chr7	123792901	123793260
chr11	87913051	87913460
chr3	30810151	30810710
chr21	33829901	33830010
chr6	128058051	128058510
chr12	40013601	40013960
chr8	59425751	59426260
chr5	137087401	137088060
chr15	92934851	92935260
chr6	19432901	19433060
chr7	28961351	28961860
chr14	37242251	37242660
chr6	53583501	53584110
chr11	103966601	103966810
chr4	96558201	96558560
chr17	15857701	15857910
chr14	88271501	88272010
chr5	148200001	148200810
chr9	25716251	25716660
chr14	75697051	75697460
chr9	137265151	137265560
chr12	120667551	120667760
chr4	40978251	40978710
chr1	27524351	27524860
chr4	121187751	121188060
chr10	126408001	126408410
chr16	21668401	21669060
chr7	108137501	108138010
chr18	56735051	56735510
chr7	85183551	85184010
chr1	204255951	204256310
chr19	6926101	6926360
chr1	185565001	185565660
chr4	8109001	8109210
chr15	81262301	81262810
chr7	26725951	26726410
chr5	72989351	72989810
chr12	13364901	13365460
chr12	864051	864460
chr9	293001	293260
chr1	231155801	231156160
chr8	129189351	129189760
chr1	216899751	216900110
chr14	96712751	96713010
chr3	55214951	55215410
chr6	56767601	56768110
chr14	32256651	32256960
chr11	94150551	94150960
chr3	79410901	79411360
chr11	69403151	69403560
chr20	22319701	22320210
chr5	56728701	56729110
chr11	9528251	9528760
chr1	205195601	205196560
chr6	5078601	5078860
chr11	68717801	68718110
chr5	165860701	165861060
chr17	57860701	57860910
chr10	123811101	123811560
chr13	40186151	40186610
chr1	211993301	211993660
chr1	200479101	200479860
chr15	44487501	44487860
chr5	79777001	79777560
chr14	22653151	22653410
chr15	65596451	65597010
chr18	27016501	27016710
chr4	81911051	81911560
chr4	22692301	22692760
chr15	60167401	60167660
chr1	86377401	86377860
chr1	174628901	174629260
chr18	19577501	19578010
chr8	56451201	56451360
chr5	143336951	143337460
chr3	56336501	56336860
chr11	32334351	32334910
chr5	58086051	58086260
chr10	21448801	21448960
chr7	107623351	107623610
chr11	15873751	15874110
chr5	53715401	53715860
chr11	73618201	73618560
chr12	88971401	88971710
chr12	65996151	65996710
chr5	154029651	154030210
chr4	25182051	25182660
chr16	81008451	81009010
chr15	90630001	90631010
chr7	28962151	28962760
chr16	75419401	75419910
chr4	182919801	182920110
chr6	25602551	25603060
chr4	53777801	53778260
chr9	83698051	83698310
chr12	21812351	21812660
chr2	188059901	188060010
chr14	36290951	36291460
chr5	74627451	74627710
chr3	28517701	28518060
chr5	176124351	176124610
chr2	74941951	74942810
chr10	100612501	100612860
chr5	146001901	146002410
chr9	34958151	34958460
chr1	152464051	152464460
chr1	32469151	32469560
chr8	125042601	125043010
chrX	73926601	73926760
chr1	211909151	211909910
chr16	74266601	74266810
chr16	10462901	10463260
chr5	158958501	158959010
chr2	56728151	56728310
chr9	28774351	28774860
chr4	148299951	148300310
chr10	29947851	29948210
chr7	51707451	51707660
chr6	3002051	3002510
chrX	133916801	133917260
chr14	30799701	30800060
chr4	100298501	100298860
chr11	2713551	2713960
chr18	45991551	45992010
chr10	89576501	89576760
chr2	101038801	101039160
chr20	33548501	33549010
chr15	79327601	79327960
chr2	125083251	125083660
chr6	43302151	43302660
chr7	116767601	116768060
chr2	18871701	18871960
chr8	17612551	17612960
chr6	117309301	117309360
chr2	36928601	36929060
chr18	3238801	3239110
chr6	129822001	129822460
chr6	70920201	70920560
chr11	17570101	17570310
chr7	96225451	96225810
chr14	72570701	72571110
chr2	183457851	183458160
chr11	81674051	81674510
chr2	28843951	28844410
chr11	11811251	11811710
chr5	163768201	163768560
chr1	31874201	31874360
chr12	11734051	11734510
chr11	6759101	6759510
chr22	31558401	31558610
chr16	84769851	84770060
chr9	111519001	111519460
chr1	190460551	190460760
chr3	23942301	23942560
chr7	128948051	128948260
chr1	20559851	20560260
chr11	6374451	6375110
chr9	129957501	129957910
chr2	177695151	177695410
chr10	88517101	88517460
chr11	102366051	102366560
chr4	133478851	133479210
chr6	51618451	51618860
chr8	54223701	54224010
chr4	151515201	151515510
chr4	155271001	155271410
chr15	40094051	40094460
chr18	43793301	43793660
chr9	79075251	79075660
chr16	23071951	23072510
chr1	63307201	63307660
chr8	125604501	125604660
chr1	74737301	74737460
chr17	73779351	73779810
chr4	71377151	71377360
chr15	39017101	39017410
chr4	184393351	184393810
chr14	61491901	61492360
chr4	160025601	160026260
chr16	51336101	51336260
chr5	151973001	151973360
chr14	77536901	77537410
chr1	198245851	198246160
chr2	233457451	233457760
chr3	56285351	56285810
chr6	148487451	148487960
chr5	149046951	149047610
chr1	223665651	223666010
